user_id,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31,pca_32,pca_33,pca_34,pca_35,pca_36,pca_37,pca_38,pca_39,pca_40,pca_41,pca_42,pca_43,pca_44,pca_45,pca_46,pca_47,pca_48,pca_49
user_1,-46.516492272695864,-16.785381959957682,-49.62298331278433,33.221779497408264,-0.08508921078223963,0.10718535716391542,-68.614810651099,3.642281662547199,86.73551958787839,0.07227040115318757,-29.568699581245916,-17.95093805980203,1.2791187292841424,-7.414711325589214,-1.1083130442247708,1.8507639844804784,-2.5128654687061123,2.635308996050585,-5.864568156104564,7.868540117370977,-4.802405582855315,0.9157798815085105,-0.6555475061709686,-4.108297617840932,1.0869714317134067,0.40235379207462596,3.757817862112235,-4.224383062232756,-2.3079096527541836,-2.1373762498581623,4.364813040482943,3.7019573755476305,-6.416777226030559,-6.900431977117232,1.182857890605002,-2.2833060835862558,-2.2932740341695195,-6.521586079790104,13.725805815983296,16.00548037432588,8.186466302744739,4.2517938639428445,-10.02851378314824,1.3315424589952027,3.064556540412448,-4.5640219512362,-3.245683912517417,-14.036413430487595,18.25139703082421,19.04920583489904
user_10,-39.46169007312499,-9.165806189274944,-5.33543020871368,50.29085843345169,-17.178831006221152,1.0986011703278418,6.457218269546336,0.11261502138278204,5.965855277553586,5.542007940233683,35.144355665846255,60.07309962196817,-3.47574661998942,-30.654533100756954,-7.967939706305482,37.5118928783025,-62.437908117598006,9.801016124701711,-12.95429849512244,14.109037526236627,-2.7088154299916374,-0.7080179808569815,6.831060679385618,-5.095853068839702,5.5457784428485,-2.013326379322201,-4.866483795530556,-0.9221960273308556,2.135972423151722,1.9305581931666744,-6.963710943970175,-5.039649721739685,0.41984448577926137,-2.626899185699742,4.874717298247827,-1.5953785503395643,-0.7328063126360937,2.411135125866385,-0.023171518536682912,1.2471775023778289,2.240762285361225,0.07686457404568632,2.2823464019951305,0.2987333223473875,0.3497204064314111,0.3177932961355483,-1.708894174981367,5.4054662865163,-0.017830149817286648,-3.0257671252395406
user_100,-48.624691979699875,-20.811722466303436,-44.95291464531218,70.69499379334665,24.24747254777918,-3.426991032098401,58.56900600677195,-2.4107730611100515,4.099767179048644,0.7550424168038732,-20.026024032891833,-5.953989278640631,0.7770454207935248,1.8042485526874292,-0.7064621195440989,2.5016780472701896,4.020792450634532,-0.6780592042322825,-0.9977293055845836,5.580067638530658,-13.017825631863518,1.9548053549694546,2.105055659215287,-2.52985757569023,-4.344789699700768,-5.487836750778713,9.01953478907718,-0.6567992893928324,0.23133991758463332,-0.5125262998095601,1.1431316662406183,0.32146260387064474,-2.4127688000446184,-1.6398826724387239,6.114885847704883,5.548608929100913,1.1240238795309758,1.4764003000731416,3.907088296689096,0.5876403008845065,-0.52624598189899,1.1121987393909407,1.7809227802827643,-1.459979608650008,4.1859620386117165,-4.715044986001642,-5.903904987537933,-0.696719327172945,0.7358771996126006,-0.6395957888383178
user_101,-31.470449818871334,-7.665259435540292,-39.91798023388247,-36.824879909450424,-1.7314566871321984,0.563034898708376,0.08846644002950024,1.6982370059812726,-2.3721893901895843,-1.168934412957392,0.49940773430173147,-0.6512847619812545,-0.09035433898473459,4.268034383754521,-2.8179353791276354,15.00181935838133,-3.210717335590636,-3.855588570318662,5.33299129725685,-2.111419722565051,-12.809375479987064,-0.2094110416987953,10.37942236221491,4.058811055758709,8.845390063057922,-13.489634289567741,8.35585179262392,-0.9231786286908396,-0.6887622076073351,-2.2705273841095024,12.231139857822596,5.055933297745893,-5.41799921802612,1.326444654178626,7.135899533227262,3.269259388935789,-1.5898172111883364,2.0171180344553825,2.4471321051193917,8.736686716338426,5.68351744115999,-1.9231449515362042,6.816657552040899,-2.720580814845914,0.7441338140831364,-11.737793892855244,4.256303259015615,-6.241026552390535,0.6664091194117139,0.63285556789557
user_102,-21.94270726848688,3.089531091026885,18.459209690730503,-6.047598831369491,-18.965745482501486,-0.17887382805487648,7.450758696109741,1.1682718085130301,2.368168884254315,-0.5340842534474782,-5.979211507318442,-1.1341829892016515,0.4961781207034532,-9.525668866588637,-1.0001365867932275,0.09131748164707354,-0.35165439265993387,0.026828192914028468,2.467155201631579,9.361387883111567,-6.249315606567147,2.115407207756173,4.435946079813895,-2.7358903397954872,-4.503688962771308,-1.1616415467432457,-1.6245634107536149,-0.030320930512190834,0.9306012449679583,-2.916149541487817,-3.343377584970521,0.10941279845233785,11.19613788390038,5.994257046200332,-6.667095490085895,1.5786123975432642,0.7194728580625142,0.5298506991394634,-5.355212611162401,-2.114307470388034,3.615610823721625,6.969312072211182,0.311623111209364,1.707301495946609,-1.405589195495533,-3.0080901575997405,-4.845215223616664,4.656154489501664,1.404321947130323,2.1709621427711623
user_103,-27.68485495722998,0.5016496094367898,5.8751506582797886,1.0255391097172246,-39.779177824089246,2.7818757869284942,3.3191888091418513,1.0599678428502126,6.2427357522206375,0.8501592500194779,3.3003429569185827,3.7729463777984225,0.17587065134199167,14.25125686925352,0.9047144338282782,-3.772847918416976,0.24418372031787383,-0.1348040324887415,-0.7576807361265208,8.2375169911603,-9.48990982445734,2.8182593062994923,9.75475681734311,4.371062467828021,-8.587838588028573,16.975053744015568,2.7981318040818812,0.30008034888334945,2.497952526861832,-1.606020046264913,-3.266529711410728,-2.7178371920470767,11.387363555973366,2.3056924099443963,7.087029298368032,-0.8936227397444966,-1.8850948990908223,-5.568313397884736,12.983616782874785,-0.2116254719894998,-11.13444785100456,15.41234455293042,2.1779032391884248,3.6957312953132693,-5.083108521860269,-7.267715740185003,5.325355236255315,2.654295184605603,-9.54907662514167,0.06259430347196072
user_104,-26.958671184790994,-3.3087476746727744,-14.728160740438643,-24.539550078554026,8.052473636079364,1.1442924806186046,-1.0608109218610455,0.22729136384908527,-3.871367567791008,-0.09907944473588333,0.6949639048567127,1.3768128218800721,-0.06748861519552968,-2.5077187084988966,-2.406079971788039,8.588168647859952,0.9996026572103163,-0.8376580117662971,2.972677195474118,1.8660892290441546,-17.652342399053055,2.4283990267650895,5.407045887109482,0.8292067954181508,-5.334945860394363,0.11638200310291401,2.3788565883564106,-1.7470145882081651,-2.940019398790648,-2.730751767115326,6.549818072636308,3.298466820534778,-3.7721023668759255,8.261775908499018,-0.8756801302170529,-3.3953685168838743,-3.7863717842450164,14.304104448790698,-2.0077051203665466,-2.3128431323489256,-2.145788666841065,7.474417447465215,0.5477680761588894,4.250594500482396,-7.889939702934612,13.325877543388808,3.922781240037314,2.5108802470703186,14.172159763384535,6.134429509604435
user_105,-44.80707341177648,-18.058842254793717,-48.45271074475422,32.63352932122006,-0.2582485472768959,-0.15294216379524764,-64.98740858302045,3.6277406681345905,80.30349171384297,0.2706392202548485,-28.08083210828486,-17.704241012768428,1.0125090832666177,-7.257120831872376,-0.9860547892277225,2.280390627497467,-2.2216442603359496,0.8774236034682237,-3.4299218415717796,3.705060228840436,-4.514891529929359,-1.1040349719108988,1.3156427643857664,-5.587222542203628,1.9494031498503521,2.969869212903877,-1.574101000969043,-6.470475177714698,-2.08793135415919,0.9923348357130715,2.3112519222847085,-0.05898158089189021,-2.8544221353834125,-2.239991183164074,-0.7877710775422525,-0.3244266345537667,1.1639424925363726,-0.7968058705952059,-0.03640609271204194,-5.859548328361396,-5.162040676451533,-5.735231250752488,-0.23918827427542708,-1.4903586629073786,-0.49209404075140184,0.5381628098818759,-4.218407026872491,-1.894769983644369,-1.9761020576259751,2.1130063053336383
user_106,-40.486085437662354,-11.082764989065366,-15.533338471780134,50.001000043218994,-22.179995624160238,2.6657212501016128,-56.573848197162,-4.308701793205459,-68.57644469612711,-7.511645673973542,-42.753745905916354,4.918560063848896,-0.08583761098351415,-3.9955383470601404,-1.4452857004342488,2.558362717312287,0.09141012787672202,-0.9718959281928408,-5.853288946396248,8.70612662049303,-10.99002797046434,-0.15326878302976796,9.100935986965789,-0.6636814832135212,-0.9775204352941691,-2.9654080390852875,-1.4015749380356508,2.3776308276128786,-0.8544288641533635,-2.657907558181247,4.482506698527417,1.9600107269398215,5.762694410495457,6.697930087535437,-2.744066495590836,-0.6081107187883952,1.8502648527145866,-2.8643416342669665,-1.0702166429573698,-1.474962191606856,-1.4170937801780374,-0.2730754468846028,0.3580113474867023,-0.019427289226076467,0.17182831278769548,0.43693467782342754,-0.4053302758276388,1.5904037195046243,-0.7180196665470381,-1.7781153394397995
user_107,-35.42494122441989,-2.8962523655860615,13.89596475080017,45.410435726645495,-33.22915555882322,2.8885488425110766,-8.459681972771516,1.2342241586073297,2.7704778470378173,4.50979428569587,43.37774763456473,27.585555598647577,-1.6409179096568531,-25.997147458028767,-9.136680517040494,32.783936473382056,76.6311574246661,2.454991036492848,-12.774828886673722,-1.339918449408132,-3.5189184234450765,0.5691019204595458,2.551927222147719,-3.3866523903677024,-4.825508895430706,-0.6918899003340653,-3.63821671790907,-10.931332174337438,-2.3325009810349,5.053877779605174,1.5025805318737193,3.2960865287004664,-4.654377969933849,3.6457249873536135,2.222680513730389,-7.841252909833509,-1.3596310944710037,-7.079887005480204,1.9371281692720348,3.157491047496175,-0.0816782608074646,-0.8951802369209573,-3.9280212273964614,-0.40732539071707,-0.9168215097054029,-0.2120413221775926,-1.1088109676361682,-5.30195534179521,-2.2221779494773815,-3.3984072741651916
